ASIN,star_rating,ratings,featureBullets,Overview
812912436X,False,False,True,True
8195818064,False,False,True,True
B0DJT4M99J,False,False,True,True
9354935087,False,False,True,True
0143441590,False,False,True,True
0143452576,False,False,True,True
9356295832,False,False,True,True
935699594X,False,False,True,True
9354897355,False,False,True,True
014345272X,False,False,True,True
0143460269,False,False,True,True
0670096989,False,False,True,True
1446306216,False,False,True,True
8193384903,False,False,True,True
9394407685,False,False,True,True
9353579872,False,False,True,True
0143029509,False,False,True,True
0143453122,False,False,True,True
B00KFJX1HK,False,False,True,True
0593138651,False,False,True,True
9385223038,False,False,True,True
3642631665,False,False,True,True
9356276110,False,False,True,True
9385223879,False,False,True,True
1035402238,False,False,True,True
1328577864,False,False,True,True
158923961X,False,False,True,True
0316263095,False,False,True,True
162336602X,False,False,True,True
0143422685,False,False,True,True
0399579311,False,False,True,True
1035009633,False,False,True,True
1911621203,False,False,True,True
B0CZXM92SL,True,True,False,False
0754651959,False,False,True,True
1409352714,False,False,True,True
8184007876,False,False,True,True
0143449516,False,False,True,True
0143467522,False,False,True,True
014346115X,False,False,True,True
9356997217,False,False,True,True
0143451871,False,False,True,True
9395767154,False,False,True,True
1787461483,False,False,True,True
0143461168,False,False,True,True
1405949848,False,False,True,True
1405293187,False,False,True,True
9395192224,False,False,True,True
0008507260,False,False,True,True
0008403775,False,False,True,True
8175994312,False,False,True,True
0143459139,False,False,True,True
9354401538,False,False,True,True
9388810538,False,False,True,True
9361134426,False,False,True,True
0008294372,False,False,True,True
9355216009,False,False,True,True
0008532818,False,False,True,True
9388144309,False,False,True,True
0008539049,False,False,True,True
0008507236,False,False,True,True
9390441757,False,False,True,True
9356995370,False,False,True,True
0008719691,False,False,True,True
8194937256,False,False,True,True
9354406254,False,False,True,True
9395192275,False,False,True,True
0008223513,False,False,True,True
9389717132,False,False,True,True
9362148439,False,False,True,True
9395192240,False,False,True,True
9362147521,False,False,True,True
0008530025,False,False,True,True
1405297751,False,False,True,True
9389053153,False,False,True,True
819733899X,False,False,True,True
9362130114,False,False,True,True
0008640173,False,False,True,True
0143449524,False,False,True,True
9395192844,False,False,True,True
1529034582,False,False,True,True
1804993786,False,False,True,True
0008377510,False,False,True,True
9355433328,False,False,True,True
0143463608,False,False,True,True
9395106174,False,False,True,True
9354402003,False,False,True,True
144729758X,False,False,True,True
9356996822,False,False,True,True
1529044197,False,False,True,True
8175994053,False,False,True,True
0008117497,False,False,True,True
085750357X,False,False,True,True
9354408990,False,False,True,True
9354404359,False,False,True,True
9358566140,False,False,True,True
0008256942,False,False,True,True
1646507754,False,False,True,True
8172234988,False,False,True,True
9354402194,False,False,True,True
9395192895,False,False,True,True
9387022811,False,False,True,True
9354409202,False,False,True,True
9354401104,False,False,True,True
9354405908,False,False,True,True
9354405010,False,False,True,True
0141354933,False,False,True,True
0143455699,False,False,True,True
9390600316,False,False,True,True
8172344880,False,False,True,True
9354403565,False,False,True,True
9354409059,False,False,True,True
9357312854,False,False,True,True
0143456547,False,False,True,True
8175993936,False,False,True,True
8172345135,False,False,True,True
9389053730,False,False,True,True
9390463734,False,False,True,True
0143465937,False,False,True,True
8193359909,False,False,True,True
9356293031,False,False,True,True
9356293015,False,False,True,True
9356292124,False,False,True,True
8193642449,False,False,True,True
8175993928,False,False,True,True
935856203X,False,False,True,True
0143467352,False,False,True,True
9394871926,False,False,True,True
9357026045,False,False,True,True
9357023909,True,True,True,True
B07JMDN7CZ,False,False,True,True
9386348713,False,False,True,True
1529014492,False,False,True,True
8175993863,False,False,True,True
8171679048,False,False,True,True
8175993162,False,False,True,True
1684157692,False,False,True,True
0008579954,False,False,True,True
9389432928,False,False,True,True
9391028624,False,False,True,True
9365699371,False,False,True,True
939054792X,False,False,True,True
9395192747,False,False,True,True
9395192097,False,False,True,True
014344834X,False,False,True,True
9358566752,False,False,True,True
9395192720,False,False,True,True
0062660349,False,False,True,True
1914950348,False,False,True,True
0062405616,False,False,True,True
0241995361,False,False,True,True
9395192003,False,False,True,True
9395192372,False,False,True,True
1530402433,False,False,True,True
0349434271,False,False,True,True
1501161938,False,False,True,True
1476753180,False,False,True,True
9390441161,False,False,True,True
0143439944,False,False,True,True
1399713744,False,False,True,True
1398515647,False,False,True,True
1408725797,False,False,True,True
9355208545,False,False,True,True
935702199X,False,False,True,True
1405959584,False,False,True,True
1035035219,False,False,True,True
1471407276,False,False,True,True
0061706264,False,False,True,True
0062335987,False,False,True,True
195491508X,False,False,True,True
0062248758,False,False,True,True
1950165566,False,False,True,True
8129120437,False,False,True,True
0008620482,False,False,True,True
933408569X,False,False,True,True
1538727358,False,False,True,True
0571334652,False,False,True,True
0063429462,False,False,True,True
9356994595,False,False,True,True
1405955562,False,False,True,True
0349436371,False,False,True,True
014347054X,False,False,True,True
9380704143,False,False,True,True
9384225487,False,False,True,True
0349414262,False,False,True,True
0143448366,False,False,True,True
0063025000,False,False,True,True
9392223196,False,False,True,True
B0DH3NJJCW,False,False,True,True
8172344503,False,False,True,True
0143445901,False,False,True,True
1780622287,False,False,True,True
9357023011,False,False,True,True
0008639124,False,False,True,True
0141375639,False,False,True,True
8196688822,False,False,True,True
1950165582,False,False,True,True
0578320223,False,False,True,True
1950209040,False,False,True,True
0648166147,False,False,True,True
1398518174,False,False,True,True
0143448331,False,False,True,True
0143448358,False,False,True,True
9356294585,False,False,True,True
9353338336,False,False,True,True
B0D9MBZVTW,False,False,True,True
B0CY4WYQ8W,False,False,True,True
9354409016,False,False,True,True
9389647037,False,False,True,True
0143418211,False,False,True,True
8119266668,False,False,True,True
9388369750,False,False,True,True
9388144066,False,False,True,True
8190599011,False,False,True,True
9387779246,False,False,True,True
1984823353,False,False,True,True
8793972008,False,False,True,True
9392223137,False,False,True,True
9381841055,False,False,True,True
9388810953,False,False,True,True
9386215926,False,False,True,True
9356293422,False,False,True,True
8183227880,False,False,True,True
9389717590,False,False,True,True
9394494316,False,False,True,True
8126728434,False,False,True,True
9389931010,False,False,True,True
9387779025,False,False,True,True
9354895174,False,False,True,True
8175994347,False,False,True,True
9362134624,True,True,True,True
0143417517,False,False,True,True
9360832359,False,False,True,True
8183227023,False,False,True,True
0224074415,False,False,True,True
9392223439,False,False,True,True
9389143551,False,False,True,True
1644298880,False,False,True,True
9382267476,False,False,True,True
9382267786,False,False,True,True
9353497426,False,False,True,True
0804856788,False,False,True,True
9389143578,False,False,True,True
9354401627,False,False,True,True
152943260X,False,False,True,True
0143455222,False,False,True,True
144947425X,False,False,True,True
0143420291,False,False,True,True
819712938X,True,True,True,True
8197335567,True,True,True,True
0367207362,False,False,True,True
9360832065,False,False,True,True
9360838128,False,False,True,True
9355438257,False,False,True,True
9390093031,False,False,True,True
936214896X,False,False,True,True
9386538180,False,False,True,True
9386538083,False,False,True,True
9388144295,False,False,True,True
9360832111,False,False,True,True
8170283442,False,False,True,True
9394494170,False,False,True,True
0367366975,True,True,True,True
0143441175,False,False,True,True
9350481634,False,False,True,True
B08GLKNX2V,False,False,True,True
8170286913,False,False,True,True
1471165825,False,False,True,True
9357765476,False,False,True,True
1138616036,True,True,True,True
B06Y2796H5,False,False,True,True
B06Y2DDCF2,False,False,True,True
B06Y1YJ41Q,False,False,True,True
B0B4PKTQ6J,False,False,True,True
B0CBBFCRSS,False,False,True,True
B0C7ZLX2BS,False,False,True,True
B0B56XMVFN,False,False,True,True
B0D5QJWK4Y,False,False,True,True
B084L9DK9H,False,False,True,True
B0DHD4BNSF,False,False,True,True
B076CMJXML,False,False,True,True
B0CVL1MNFR,False,False,True,True
B07XFMDXY4,False,False,True,True
B0D6N2SHT9,False,False,True,True
B0DDSY1F23,False,False,True,True
B0CC2ZMCGX,False,False,True,True
B09CV399D5,False,False,True,True
B0CTT8BRS5,False,False,True,True
B06Y2796HJ,False,False,True,True
B0CZ498VSM,False,False,True,True
B07CXXHLY2,False,False,True,True
B0793HPJTG,False,False,True,True
B08L9FWQ3G,False,False,True,True
B0B748G8C1,False,False,True,True
B0BVW4VXSC,False,False,True,True
B0CNTN1PFN,False,False,True,True
B0DK9J3MJH,True,True,True,True
B0C96XKX1V,False,False,True,True
B0B4NLQMY9,False,False,True,True
B0C7ZMK2H9,False,False,True,True
B0C7ZP4WXB,False,False,True,True
B0CBBD5WLB,False,False,True,True
B09TDGZMLZ,False,False,True,True
B06Y1X1HTM,False,False,True,True
B0D8QK4562,False,False,True,True
B0CV5311D2,False,False,True,True
B09QHQVM1P,False,False,True,True
B0BZVGFRF8,False,False,True,True
B0CVXRSVSV,False,False,True,True
B0CCW75LG1,False,False,True,True
B08353KN6K,False,False,True,True
B0C8V2KQCR,False,False,True,True
B09XMTQL9W,False,False,True,True
B0D8QG4PSX,False,False,True,True
B08KTXCLVC,False,False,True,True
B08KG3WHRF,False,False,True,True
B08KTWYH86,False,False,True,True
B0CV79B8G5,False,False,True,True
B0DF7F1RLL,False,False,True,True
B0CS3MCYJZ,False,False,True,True
B0C5DN225J,False,False,True,True
B091KSWBRB,False,False,True,True
B0CT5XF6J5,False,False,True,True
B07FLNFWJ8,False,False,True,True
B0DC6PQ1WZ,False,False,True,True
B0CZDY21ST,False,False,True,True
B0C3V6YL75,False,False,True,True
B0BF5TN2DJ,False,False,True,True
B0CBFRCY7P,False,False,True,True
B08JQJYRZW,False,False,True,True
B0BTVNP3NZ,False,False,True,True
B0CBFSFDD4,False,False,True,True
B091KTYJ29,False,False,True,True
B09YMJD1YX,False,False,True,True
B075JDTSJ1,False,False,True,True
B091KR4QTW,False,False,True,True
B0CT624K9X,False,False,True,True
B0CBBD7YVB,False,False,True,True
B06Y2F84K3,False,False,True,True
B06Y2DXVCQ,False,False,True,True
B07MZJTG62,False,False,True,True
B0C7ZMSZZM,False,False,True,True
B07FLZ19R9,False,False,True,True
B0CJJZFFV2,False,False,True,True
B0CY2PXTS6,False,False,True,True
B09PBLM4JG,False,False,True,True
B0BN1DL29J,False,False,True,True
B0C7ZLJDW5,False,False,True,True
B0CBFQNFBH,False,False,True,True
B08R9XWH7X,False,False,True,True
B0CBFVMPLK,False,False,True,True
B0CCNRSHKZ,False,False,True,True
B091KPZCKD,False,False,True,True
B0CBBDWQH2,False,False,True,True
B0819ZPKGG,False,False,True,True
B07YMYZPV1,False,False,True,True
B0DG63B8FV,False,False,True,True
B0BV6VCZ8D,False,False,True,True
B0CRNHMQ9X,False,False,True,True
B0C4YS98FM,False,False,True,True
B0D987L2RT,False,False,True,True
B093DL9HKK,False,False,True,True
B0CBBF91W7,False,False,True,True
B09SPDXK2T,False,False,True,True
B0CX1DVX7B,False,False,True,True
B0CX1CBG6R,False,False,True,True
B0BNJ7N765,False,False,True,True
B0B9XQ7147,False,False,True,True
B0DGXWTZY5,False,False,True,True
B07QM14G9Q,False,False,True,True
B0BC97XFD9,False,False,True,True
B0CLZSF9KP,False,False,True,True
B0CX91KY6C,False,False,True,True
B0CBMBV6X7,False,False,True,True
B0C4P1R3XW,False,False,True,True
B0BS3HNTH1,False,False,True,True
B07R8VB4TD,False,False,True,True
B0B38W26RJ,False,False,True,True
B0D5MKSSB5,False,False,True,True
B0B7299938,False,False,True,True
B09TPHPXXL,False,False,True,True
B09PDYKDSF,False,False,True,True
B083C2GG2J,False,False,True,True
B08QMW6NL5,False,False,True,True
B07FLBTTNC,False,False,True,True
B07PMDKGS9,False,False,True,True
B0DHD33J6F,False,False,True,True
B08JQRC1LS,False,False,True,True
B07RC1G2T6,False,False,True,True
B0BBSB64YB,False,False,True,True
B0C1RWPR9F,False,False,True,True
B079118GCQ,False,False,True,True
B0CRVKFM3Y,False,False,True,True
B0D7C9PJ7Z,False,False,True,True
B083C1GWJB,False,False,True,True
B0819ZRYNT,False,False,True,True
B0D5QK9WFM,False,False,True,True
B012STP7EO,False,False,True,True
B09VH7D74R,False,False,True,True
B07MZG7NQ9,False,False,True,True
B0D5YMHTJ7,False,False,True,True
B0D2P725LZ,False,False,True,True
B07PQV8NHM,False,False,True,True
B012STPYJC,False,False,True,True
B0BLK7DYJ5,False,False,True,True
B0CJJY54QP,False,False,True,True
B0D4ZBMJ71,False,False,True,True
B0BR5D94JQ,False,False,True,True
B0CXJ4BS83,False,False,True,True
B0BT1WF4N2,False,False,True,True
B0D25XNLVC,False,False,True,True
B01EUQJ81G,False,False,True,True
B0DCBZPGBB,False,False,True,True
B0CL6GR1YV,False,False,True,True
B0D5MKMXWH,False,False,True,True
B0CVX63K41,False,False,True,True
B0CB157J4C,False,False,True,True
B0BQJQRK2N,False,False,True,True
B0D986CLSY,False,False,True,True
B0CW3DRHXL,False,False,True,True
B0C7ZLKRRH,False,False,True,True
B0C1ZW42MD,False,False,True,True
B07PNC3CM2,False,False,True,True
B091KSVR9S,False,False,True,True
B0DHRKN2Y5,False,False,True,True
B0CQCXFQXL,True,True,True,True
B0CGHQMGXZ,False,False,True,True
B0C7ZNM3PV,False,False,True,True
B0D6N4HD2D,False,False,True,True
B0BGY8X9T5,False,False,True,True
B0CK2HDG4Y,False,False,True,True
B0D4R441B7,False,False,True,True
B0DF1RTMZ1,False,False,True,True
B0CQCZB4S2,False,False,True,True
B0D4Z8QMYL,False,False,True,True
B0DJ3D1GT4,False,False,True,True
B0C46HN2GC,False,False,True,True
B0C7ZM3YML,False,False,True,True
B09TDF59BT,False,False,True,True
B08RZ377PD,False,False,True,True
B081B14Z62,False,False,True,True
B07XJ4RQK8,False,False,True,True
B09R4VF2C5,False,False,True,True
B0BYJYGNZM,False,False,True,True
B0BHHCWDKQ,False,False,True,True
B0D14W8W2W,False,False,True,True
B0C3WC34PW,False,False,True,True
B0CPBSCYY4,False,False,True,True
B08H4ZCXKK,False,False,True,True
B0CRVPD6JY,False,False,True,True
B0CBBDC4T2,False,False,True,True
B084RD2WFQ,False,False,True,True
B0BX47R17V,False,False,True,True
B0CBB9W1YG,False,False,True,True
B0BSTZYXZH,False,False,True,True
B0C7ZMX6WT,False,False,True,True
B0B5X6HJPB,False,False,True,True
B0CBVBJ9V1,False,False,True,True
B0D7ZMLR8P,False,False,True,True
B0BTHKFJT3,False,False,True,True
B098TKXT55,False,False,True,True
B0D12WPZWY,False,False,True,True
B0CDWJYWR4,False,False,True,True
B0DGLKZXQS,False,False,True,True
B0CBX8QSY6,False,False,True,True
B0D8T74HW3,False,False,True,True
B0CPYLQ96N,False,False,True,True
B0CT3DSTGT,False,False,True,True
B0D2DM29RY,False,False,True,True
B0CM395SZJ,False,False,True,True
B0D9W1Z1LV,False,False,True,True
B0D56KY8S5,False,False,True,True
B0D3V6H17S,False,False,True,True
B0D82168NF,False,False,True,True
B0DJDBRZXR,False,False,True,True
B0CY2BZ6KQ,False,False,True,True
B0B7SC7J1C,False,False,True,True
B0BBGBZYXB,False,False,True,True
B0845DG4SG,False,False,True,True
B0CJ9M73WL,True,True,True,True
B0CWS2R6H9,False,False,True,True
B0DGXVBYTJ,False,False,True,True
B0BXLSPV87,False,False,True,True
B0CJLVS658,False,False,True,True
B0B9B9KJY7,False,False,True,True
B08HJGG233,False,False,True,True
B0CR3SVVXC,False,False,True,True
B0CV7NSBD6,False,False,True,True
B0CRHMVPLW,False,False,True,True
B0CV83HMSG,False,False,True,True
B0CDPPZGZ7,False,False,True,True
B0DGXVY7NL,False,False,True,True
B0DCSMHKYS,False,False,True,True
B0BBMJL934,False,False,True,True
B0D9CSV8K3,False,False,True,True
B0CRR58Z9C,False,False,True,True
B0DCSKD3Q3,False,False,True,True
B0CV7NQR7C,True,True,True,True
B0B34RYB6F,False,False,True,True
B0CBPQDBWD,False,False,True,True
B0CQRJP6JD,False,False,True,True
B0DHKDN38D,False,False,True,True
B0CT3JY8GB,False,False,True,True
B0CZT95BZZ,False,False,True,True
B0C6GR5BGX,False,False,True,True
B0C9WXQYNN,False,False,True,True
B0DD3H6Q1C,False,False,True,True
B0DB65BD84,False,False,True,True
B0DGXDD76Y,False,False,True,True
B0CGVKVFPV,False,False,True,True
B0D9YTCRG1,False,False,True,True
B0D1QG723Y,False,False,True,True
B0CBV8MZ8M,False,False,True,True
B0CX54HFW6,True,True,True,True
B0DF2RCJM5,False,False,True,True
B09GVTRMVM,True,True,True,True
B09886H6TZ,True,True,True,True
B0CSP5G7CM,False,False,True,True
B0CJ9L6FD9,True,True,True,True
B0CG376VPG,False,False,True,True
B0CQM8M679,False,False,True,True
B09S6LHY3Q,False,False,True,True
B07NJJ31VL,False,False,True,True
B0BBFMJ35C,False,False,True,True
B0BBFN17M8,False,False,True,True
B09QXPYR3C,False,False,True,True
B0D7MZTVD3,False,False,True,True
B0C7GXF1WR,False,False,True,True
B0BN6G9M4X,False,False,True,True
B09JKMJW8P,False,False,True,True
B0BFWCGHN8,False,False,True,True
B0DFVDQMQ4,False,False,True,True
B0842P41X1,False,False,True,True
B0CRRZCLSL,False,False,True,True
B09TY2DQ8G,False,False,True,True
B0CXP9H8BR,False,False,True,True
B0DF5KD9SR,False,False,True,True
B08RDWDW87,False,False,True,True
B0CK4RXCQT,False,False,True,True
B0CGRKHKHS,False,False,True,True
B09GVV87YH,True,True,True,True
B0CJ9NMZSZ,True,True,True,True
B0CSP928RT,True,True,True,True
B094VJHH7J,False,False,True,True
B0CGZSY6MD,False,False,True,True
B0CVH157L3,False,False,True,True
B0D5Y1PF4D,False,False,True,True
B09RK7N97N,False,False,True,True
B0CY8JM7T1,False,False,True,True
B0CRR4676J,False,False,True,True
B0DJLX57SB,False,False,True,True
B0D1C6QS9J,False,False,True,True
B0CKLQWWB8,False,False,True,True
B09MTSX75P,False,False,True,True
B0BWYSR3DP,False,False,True,True
B0BYSLJ1N2,False,False,True,True
B0CBK3Q9JV,False,False,True,True
B0CG36DH5Q,False,False,True,True
B0CRVVBSTH,False,False,True,True
B08HJHVX21,False,False,True,True
B0DGMHM1JH,False,False,True,True
B0C4DHBGWL,False,False,True,True
B0CV9H74FT,False,False,True,True
B0C4LZ891Q,False,False,True,True
B0D22K5DRK,False,False,True,True
B0D3DX84B4,False,False,True,True
B0D8WF9SYS,False,False,True,True
B0D1CQPWZ8,False,False,True,True
B0CT8TLWJJ,False,False,True,True
B0CQJMFS3X,False,False,True,True
B0D31NRDFX,False,False,True,True
B0C4DKBDH2,False,False,True,True
B0BSR3P77J,False,False,True,True
B0CVF1J4GX,False,False,True,True
B0CQNZJGXT,False,False,True,True
B0CG9MQK95,False,False,True,True
B0D98P93TT,False,False,True,True
B0BQVWZDMT,False,False,True,True
B07NJKHDFY,False,False,True,True
B09SGBSJVH,True,True,True,True
B07NJJSLCL,False,False,True,True
B0CSPBQ8DY,False,False,True,True
B08HJLC3BC,False,False,True,True
B0BTW39TL1,False,False,True,True
B0BBFQYQRP,False,False,True,True
B09QXLH316,False,False,True,True
B09GVVRC69,True,True,True,True
B0BTHH8TPQ,False,False,True,True
B0BSNYFQQ9,False,False,True,True
B0B9HDXSCP,False,False,True,True
B0CXP9T67T,False,False,True,True
B0B4WYVBZT,False,False,True,True
B0CT3BWYZ5,False,False,True,True
B0B5X84Q3X,False,False,True,True
B0B53QMHZQ,False,False,True,True
B0CGDG4K34,False,False,True,True
B083KL6JZ1,False,False,True,True
B0CWNK5KWC,False,False,True,True
B0CDPKXFQD,False,False,True,True
B0CCL7TNRM,False,False,True,True
B0CM17V1NT,False,False,True,True
B0D7QDZ9PB,False,False,True,True
B0BTHJ8TFM,False,False,True,True
B09QXLY59S,False,False,True,True
B09SGCPTNG,True,True,True,True
B0CJ9M3BBV,True,True,True,True
B0BPHQ51L5,True,True,True,True
B0DBL4FL4L,False,False,True,True
B0CYGKYCKB,False,False,True,True
B0D2945SNM,False,False,True,True
B0CWRZXDCG,False,False,True,True
B09V2J3SXP,False,False,True,True
B0CF4YKZMF,False,False,True,True
B09WLKQZ4N,False,False,True,True
B0CWVLBK6G,False,False,True,True
B0BRBBZX5D,False,False,True,True
B0CB5TT5W5,False,False,True,True
B09X2Y53PV,False,False,True,True
B0CFFG7L45,False,False,True,True
B0CK4V2367,False,False,True,True
B0CT3R5QT4,False,False,True,True
B0D8FMP92M,False,False,True,True
B0D6N8JJN8,False,False,True,True
B0C8NCVW1D,False,False,True,True
B0C6577G8S,False,False,True,True
B09P2LFSD1,False,False,True,True
B0BVVYTRS7,False,False,True,True
B0BQQSTC82,False,False,True,True
B0BDYX99FV,False,False,True,True
B0CNTKGVY4,False,False,True,True
B0BHX35F69,False,False,True,True
B0BN6CPNXF,False,False,True,True
B0CVL3QDT4,False,False,True,True
B0CY8PS27X,False,False,True,True
B0DHK5F88X,False,False,True,True
B0CNZWYYV6,False,False,True,True
B0CPVLYP6M,False,False,True,True
B0BXHB6YLQ,False,False,True,True
B0D7ZQKLMB,False,False,True,True
B0CKWBWJH4,False,False,True,True
B098TMG3MM,False,False,True,True
B0CP446GGF,True,True,True,True
B0BY2T8NTT,False,False,True,True
B0CP3V1R67,False,False,True,True
B083FQS2GZ,False,False,True,True
B08YD4HPT7,False,False,True,True
B09LS4DMWS,False,False,True,True
B0BS1C4TB5,False,False,True,True
B0CXJ89YCP,False,False,True,True
B0D7CLSCM7,False,False,True,True
B0CQCPHPQP,False,False,True,True
B0CD4G6W8Q,False,False,True,True
B08VWV2F65,False,False,True,True
B07VKLZN1T,False,False,True,True
B0D5XXCKC1,False,False,True,True
B07Y548LQW,False,False,True,True
B0CR1LDVVX,False,False,True,True
B0DHV57WLM,False,False,True,True
B0CV5J7FSV,False,False,True,True
B00IZ95WBA,False,False,True,True
B0DHRJFYM8,False,False,True,True
B0DG91NQ5T,False,False,True,True
B08PD7MRG7,False,False,True,True
B0D7ZS9P5H,False,False,True,True
B077N7DDL1,False,False,True,True
B0D3C65L8T,False,False,True,True
B0CLJDCCY8,False,False,True,True
B0C29GVRNY,False,False,True,True
B0BCGP696K,False,False,True,True
B0CWHD5VJW,False,False,True,True
B0CVX25F99,False,False,True,True
B0864Y7QH8,False,False,True,True
B0CKBRCG35,False,False,True,True
B0D6KQFY86,False,False,True,True
B09RG9WPTC,False,False,True,True
B0CVTVT79X,False,False,True,True
B0C5F2SF5N,False,False,True,True
B0DCGGCFQR,False,False,True,True
B0B7JPSBVB,False,False,True,True
B0B8T7RRZT,False,False,True,True
B0CBHBD2JH,False,False,True,True
B07QTBBHTH,False,False,True,True
B0C8MZ5FHL,False,False,True,True
B09FGCN1Z2,False,False,True,True
B0D7SH16DC,False,False,True,True
B0CH81X4TB,False,False,True,True
B0CP9KMYXB,False,False,True,True
B0CP9JNMQX,False,False,True,True
B0CGM11B1D,False,False,True,True
B0BS9NVJHR,False,False,True,True
B0BQBXJBVB,False,False,True,True
B0CH3CH6VF,False,False,True,True
B0CHDLTBWK,False,False,True,True
B0B691Q3TJ,False,False,True,True
B0BSLKMG4T,False,False,True,True
B0CXXHV2Z6,False,False,True,True
B0CPFLV3N4,False,False,True,True
B0C9DXJYLP,False,False,True,True
B0CHYSCFM1,False,False,True,True
B0D6KRHS65,False,False,True,True
B0D3C6974R,False,False,True,True
B0D7ZSCSBQ,True,True,True,True
B09WLMCYLR,False,False,True,True
B0CQMCFKJZ,False,False,True,True
B0D7CRZCJ7,False,False,True,True
B0D6KPZPTM,False,False,True,True
B0D1G9NBLL,False,False,True,True
B0CJBW9SWL,False,False,True,True
B0CJBXCL1C,False,False,True,True
B0CJBWS3BZ,False,False,True,True
B0CJBWD41F,False,False,True,True
B0CGM2XGLX,False,False,True,True
B07Y5BKQ5R,False,False,True,True
B0CG4S7KRP,False,False,True,True
B07LBC23FR,False,False,True,True
B0CWR844HK,False,False,True,True
B0B8TBHB96,False,False,True,True
B0CGRKDH6T,False,False,True,True
B0D332WYT3,False,False,True,True
B0CGD82DHK,False,False,True,True
B0C5HYRZV7,False,False,True,True
B0CMVN1LH9,False,False,True,True
B0BXDQFC78,False,False,True,True
B0CXXKH1JB,False,False,True,True
B0D921ZXDF,False,False,True,True
B0CS3CV9VX,False,False,True,True
B0C9F1Q5LW,False,False,True,True
B0BS6VCDP3,False,False,True,True
B0D6KPCZY1,False,False,True,True
B0D6KQ7QVC,True,True,True,True
B0D7YTTW1S,False,False,True,True
B0CR36751N,False,False,True,True
B0D1G878C5,False,False,True,True
B0CV5LYV7D,False,False,True,True
B08QZT9Z3T,False,False,True,True
B0CHDLW99J,False,False,True,True
B081R25L1L,False,False,True,True
B0D5H58YL8,False,False,True,True
B0D7SGPGPM,False,False,True,True
B077N2YLDX,False,False,True,True
B0CJ2DXWP3,False,False,True,True
B09WLPPN21,False,False,True,True
B07QB3955K,False,False,True,True
B0B8T5PS77,False,False,True,True
B0D5BH9DP7,False,False,True,True
B09TW9VLHX,False,False,True,True
B0CPX11NP4,False,False,True,True
B0C29KCXNL,False,False,True,True
B0C5J2BJNW,False,False,True,True
B0CRSQGFYK,False,False,True,True
B0B4KGGFVD,False,False,True,True
B0C9DYKN19,False,False,True,True
B0BPF11X9Z,False,False,True,True
B0CR383PZ5,False,False,True,True
B0BVMDXNZM,False,False,True,True
B0BT1GD6GV,False,False,True,True
B0BT234ZLX,False,False,True,True
B09NTZGYJC,False,False,True,True
B0CN91N9QH,False,False,True,True
B0D6VX66JB,False,False,True,True
B0B9CC5CG7,False,False,True,True
B0C698V6FD,False,False,True,True
B0C34WS2PJ,False,False,True,True
B0D7VNJXDM,False,False,True,True
B0CN939JPF,False,False,True,True
B0CX1Y8JDG,False,False,True,True
B0D7ZQW5VH,True,True,True,True
B0D31QX7RQ,False,False,True,True
B0D7ZSR4QS,False,False,True,True
B0D4ZD144W,False,False,True,True
B0D3GH167Z,False,False,True,True
B0DJNY4ZWJ,True,True,True,True
B0DFMHWXQ1,True,True,True,True
B0C9DQJQS6,False,False,True,True
B0CJVGDBDH,False,False,True,True
B0D73GWNLL,False,False,True,True
B0BRG4T8F1,False,False,True,True
B0D73DT513,False,False,True,True
B07WLN5CTM,False,False,True,True
B0894TXX8R,False,False,True,True
B0BM6NQCBQ,False,False,True,True
B0BSCBMMK1,False,False,True,True
B0BSC8YB4P,False,False,True,True
B0D5RDYLZW,False,False,True,True
B0B93PHTWJ,False,False,True,True
B0BY6WCLBP,False,False,True,True
B0B1Q6DXP8,False,False,True,True
B095CP67PS,False,False,True,True
B0B152QJSN,False,False,True,True
B0BYP73M4V,False,False,True,True
B0D1KDNGGC,False,False,True,True
B0D1KFVJMR,False,False,True,True
B0D54GM35M,False,False,True,True
B0D1KDVYZV,False,False,True,True
B0CKW7RSM2,False,False,True,True
B0B1532Z3D,False,False,True,True
B0C3XVW8S9,False,False,True,True
B0CQM8JR31,False,False,True,True
B0B8RY8MMQ,False,False,True,True
B08DHT3X2X,False,False,True,True
B09XF6TD39,False,False,True,True
B09NC1K6RK,False,False,True,True
B0D3HWX813,False,False,True,True
B0BY6XR4V2,False,False,True,True
B0BBGTJ1HK,False,False,True,True
B0BQ2ZS13R,False,False,True,True
B09WDZGDYM,False,False,True,True
B07LDHZFDK,False,False,True,True
B0BP7RSSGX,False,False,True,True
B07YDJD7NV,False,False,True,True
B0B1Q8NYB6,False,False,True,True
B0D47KCMTZ,False,False,True,True
B0CB8SQM9D,False,False,True,True
B07LDD1K55,False,False,True,True
B0C6XMP9FV,False,False,True,True
B08XJRHFY9,False,False,True,True
B0C4Y5HSMV,False,False,True,True
B0D73F9MT9,False,False,True,True
B0BFF4VHQM,False,False,True,True
B0BL6NQ2QM,False,False,True,True
B08FMFYRLC,False,False,True,True
B0BM7Y26JK,False,False,True,True
B0BM6NNH85,False,False,True,True
B0C9DG3Q5X,False,False,True,True
B0B15499X5,False,False,True,True
B0D8QB3PFY,False,False,True,True
B0BQHQCZYB,False,False,True,True
B0BY6W8987,False,False,True,True
B0D2DCGX8X,False,False,True,True
B0D3H5HTHN,True,True,True,True
B0D2KCPDHT,True,True,True,True
B0D1KH4NK4,False,False,True,True
